abalone	2793,5509,7072,8690
too	695,1146,1176,1251,2098,2098,2098,2305,2381,2498,2559,2616,3392,4174,4178,5010,5136,5258,6830,6995,7075,7260,7280,7280,7287,7629,8065,8561,8561,8887,9049,9211,9441,9576,9730,9812,9903,10026,10033,10373,10479,10824,10836,11085,11103,11167,11428,11533,11903,12385,12440,12819,12866,12894
took	321,510,519,608,865,967,975,982,1186,1204,1515,1537,1730,2325,2410,2703,2826,3014,3312,3317,3345,3949,4012,4054,4145,4174,4174,4190,4202,4203,4256,4320,4505,4516,4658,4709,4788,4821,5108,5114,5251,5442,5451,5801,6020,6058,6093,6109,6184,6725,6738,7062,7265,7272,7274,7486,7726,8022,8086,8089,8156,8162,8420,8763,8789,8906,8965,9108,9152,9230,9246,9306,9314,9574,9928,10245,10311,10476,10485,10498,10745,10846,11104,11169,11268,11534,11610,11638,11751,11790,11919,12234,12505,12580,12614,12799,12951,13026,13080
tool	582,583,1109,4620
tools	7795,11293
tooth	677,11817
toothless	7696,8708
top	544,1660,2781,3836,3966,4030,4110,4938,6167,7370,8082,8420,8600,8686,9598,9715,10005,10131,10290,11677,11817,12043,12447
topaz	11671
topes	8582
topgallant	948
topic	2167,9345,9938,12267
topmost	9238,9516,10750
topped	4022,6766,11729
topple	12346
toppled	7478,11016,12074,12357
toppling	1579,11033
tops	3274,5226,10630
topside	1809,1831,1838,2985,3173,3295,3570,7646,8076,8613,10656
torch	9249
torches	11668
tore	10154
torn	4038,8747,8852,9636,10170,11396,11490,12065
tornadoes	4512,12182
torpedo	632,633
torpedoes	414
torpor	4131,5985
torre	9255
torrent	1160,1579,3153,8164,8175,8187,9595
torrential	12345
torrents	866,1436,1495,9248,9254
torres	244,4735,4798,4801,4816,4821,4828,4885,5666,5751,6573,6577,6584,10941,10962,10988,13045
torricelli	4542
torrid	5110,11718,12130
tortuous	1143
torture	11320
tortured	2308
toss	3966
tossed	5649,7882
tossing	4397,7208
total	41,42,2970,3103,3139,3270,7127,8760,9387,9901,12201,12486,12871,12977
totaling	2604
totality	2653
totally	336,656,1822,2069,2436,3459,12181
totals	3086,3269
totipalmes	6750
touch	2579,5763,11799
touched	3313,5445,5742,7533,11324
touching	4523,5410,9289
tough	6769,7440,11601
toughness	582
tound	4844
tour	163,193,365,2504,6711,9459,9837,11554,13168
tourists	416
tournefort	9274
toussenel	11721
tow	8086,12691,12827
toward	768,1221,1287,1327,1409,1610,2100,2306,2321,2357,2382,3542,3748,4089,4132,4209,4394,4613,4645,4658,4706,4844,4848,5356,5385,5451,5834,6805,6812,7284,7295,7425,7453,7458,7460,7557,7922,8029,8057,8163,8368,8810,8823,9151,9319,9629,9680,9692,9753,9837,9983,10171,10209,10230,10572,10657,10696,10758,10841,10903,11477,12589,12638,12660,12722,12834,13083
towed	3975,11432
towering	10835,12325
towers	9207
towing	1676,1732
town	345,979,1256,7611,7619,7649,7912,9257,9280,9280,9294,10236,10277
towns	4335,4336,7707,7797,9175
toxic	11718
trace	1896,2375,3235
traced	11990
traces	1242,7780,7808,10668
trachyte	9483,9509
tracing	4563
track	1411,4181,5879,7593,7962,8555,8786,8891,10940,12954
tracks	7568,10354,10762,10938,11134
tract	11263,11482,11487
tracts	10252,10253,10287,10290,10320,10351,10443,10848,11339
trade	966,7986,8991,9451,9948,10084,11319,11770,12133,12177
trademark	98,134
traders	460
tradesmen	8997
tradition	7802
traditions	7634
traffic	7629
trail	388,1327,3680,4190,4223,4618,4655,5108,6236,6702,8060,9548,9561
trailed	1228
trailing	4270,9167,9379,9660,11616
trails	7378,9185,9191
train	1089,1327,5640,8567,8571,9337,10501
trained	10713
trains	8262
traipse	7748
traits	4263
trajectory	9722
trance	5404,9300,10597,13058,13078
tranquebar	2782
tranquil	3282,4721,6030,8031,9492,9633,9936,10167,10759,10836,11099,12599
tranquility	1941,2607,3210,12388,12830
transactions	2683
transatlantic	494
transcribe	100
transcription	100
transfer	484,7411
transferred	866,5846,11505
transfigured	3214,4332,5919
transfixed	7475
transformed	9449
transforming	5763
transit	2973
translated	167,192,2081,11171
translation	184,407,411,7765
translucency	3427
translucent	3423,4115
transmission	3042,12547
transmit	3032
transmitted	3009,4008,4050,9308
transmitting	3020,5605,12515
transoceanic	549,637,706
transparency	3425,5833,7112,7387,9774
transparent	3995,5858,6736,8379,8547,8687,9010,9353,11653,11747
transplanted	5050
transport	10302
transportation	548
transporting	3078
transports	6851
trap	12355
trapped	4187,10364,10366,10369
trappings	4057
travel	361,362,362,590,637,706,13160
traveled	2389,3429,4468,5828,6796,7802,8262,8351,9182,10019,11552,11557,12501
traveler	402,8571
traveling	348,524,556,817,4706,5766,6198,7607,9789,11100,11166,11478,11963
travelog	365
travelogs	362
travels	5761,6732,8383
trawl	4269,4274,4793,11648,11650,11729
tread	4170,9204,9483
treading	3981,4921,9288,10592,10843
treasure	2720,2807,5550,9019,9034,9045
treasures	608,2689,3649,5170,6803,6947,8897,9002,9022,13026,13029
treasury	9079
treat	353,2406
treatment	12307
treaty	6954,8975
tree	4516,4518,5046,5049,5270,5566,6164,6167,6182,6203,7355,7652,7742,9192,9193,9204,9533,9655,10616,13130
treelike	4086,8679
trees	3361,4115,4519,4917,4918,4989,4989,4990,5049,5151,5154,5155,5158,5160,5226,5330,5455,6191,6801,7293,7362,7649,8545,8545,9187,9187,9207,9207,9291,9338,9516,9523
trek	7262
trellis	2782,11825
tremble	11457,11993
trembled	1496,5412,9987
trembling	1436,5541,6170,7499,7974,9779
tremendous	624,1034,1355,1689,1941,2508,2890,4395,8060,11606,11963,11970,12043,12327
tremendously	5330,11152
tremors	9295
trench	11266,11293,11309,11432
tresses	8680,9660,11618
trial	12536
triangle	581,6761,7358,7520,8604,11661
triangular	6762,8609,8686,9353,11802,12165
tribes	10263
tribunal	12795
trichodesmia	7774
trick	5599
tricked	8608
trickle	7680,9517
tricks	1987
tried	35,1684,1702,1975,2012,2397,4627,4678,5445,5555,5572,5896,5949,5986,5995,6797,8164,8169,8440,8932,9105,9283,9556,9574,11136,11474,11927,12239,12420,12793
trieste	11912
trigger	3947
triggerfish	3557,3559,3566,4270,5869,7698,8617,11663,11804
trillion	44,44
trilobites	8717
trim	2549
trimmed	7697,8611,9661,10631
trinket	10809
trip	3720,3731,6797,7048,7265,8799,10940,13044
triple	7802,9261,11973,12078
tripled	10521
trips	981,2981,3875
triton	2789,8694
triumph	5525,8598
triumphant	5253
triumphantly	377
triumphed	7813
trod	4005,7392,10393
tromelin	4681
trondheim	11893
troops	351
tropic	994,1184,1189,4370,4523,6751,6751,7608,11629
tropical	3359,4098,4305,4591,4989,5044,5220,5451,6191,6835,7289,8601,11714,12131,12164
trouble	1507,3249,5212,12428,12457,12568
troubled	3193,5683,5758,6279,8893,11104
troughs	7276,12340
troyon	2727
true	360,379,760,894,1104,1153,1233,1266,1995,2948,3211,3478,3512,4306,4324,4335,4756,5465,7032,7375,7730,7737,8403,8712,9713,9765,9909,9934,10041,10429,10429,10614,11217,12127,12905
truffles	5239
truly	583,967,1176,2657,2719,2961,3196,3994,5651,9865,12204,12371
trumpet	9353
trumpetfish	3577,8618
trunk	816,5049,5163,8680,9204,9533,10657,10718,11651
trunkfish	6760,6766,6766,6769,7697
trunks	857,3361,4518,4991,5166,5566,9013,9014,9192,9655,13130
trust	3212,3401,4909,5541,7154,7802,9865,11696
trusted	9703
truth	2225,3554,4253,4662,5228,9156,9557,9707,9769,10656,10678,10824,11738,11907,12712
try	35,61,1892,1987,2474,2699,3048,4928,5222,6896,7990,8319,8325,9579,10785,11224,11374,11484,12294,13009
trying	32,760,2335,3348,3743,4420,6252,6899,7201,9300,9676,10161,10984,11372,11677,12535,12575,13057
tsar	353
tsarist	350
tuamotu	1188,2048,4471,4490
tube	2780,9782
tubes	4395,6170,6844,6849,6849
tubifex	8720
tubular	4042,6783,7384
tuff	9369,10603
tuft	1443,4674
tufts	3508,4026,4115,6186,12374
tugged	11927
tumble	10745
tumbled	12740
tumbling	7362
tuna	3554,4274,4789,8600,8604,8606,9705
tune	9028
tunic	7404
tunics	3941
tunisia	8633
tunnel	267,7853,7871,7886,7896,7901,8114,8124,8130,8163,8187,8209,10942,11067,11124,11125,11130,11269
tur	7770,7774,8107
turban	2782,7354
turbo	7072
turbot	3498,8613
turbulent	7306,8732,9109,9295
turkey	641,7910,8371,8605
turks	2037
turmoil	10661,12348
turn	519,634,1986,2303,2769,2870,3967,4880,5738,5881,7089,7424,7999,8066,8348,8386,9207,9254,9360,10354,11085,11246,11677,11959,12031,13117
turned	793,866,1251,1923,2329,3993,4215,4287,5836,5930,6095,6166,6860,7321,7758,7962,8121,8171,8392,8429,8467,8763,9164,9177,9188,9291,9448,9575,9655,9677,10102,10114,10597,10988,12905
turning	1894,1964,2532,2618,4143,4152,4445,5412,6200,6929,7602,8520,9096,10535,10903,11320,12325,12748
turns	1220,2010,3162,6164,9371,9548,10531,11018,11412,12445
turret	2786,11653
turtle	2063,2583,3596,6753,8624,8626,11748
turtles	1778,4518,5511,6755,6760,7364,7691,8627,11736,11743,11745
tuscan	7389,9260
tusk	1034,1647
tusks	679,1014,1016,8038,10752,10753
twelve	338,546,658,1170,1826,3635,3658,6949,8564,8566,8582,8792,10161,11278,11279,11616,12071
twentieth	2018
twenty	153,192,343,357,357,551,681,793,865,1194,1194,1328,1571,1598,1898,2143,2180,2278,2953,3100,3179,3398,3948,4153,4207,4209,4261,4356,4968,5154,5387,5400,5566,5733,6280,6309,6322,6329,6336,6343,6350,6357,6364,6377,6384,6391,6398,6407,6412,6419,6428,6433,6440,6447,6452,6457,6464,6471,6480,6493,6506,6519,6526,6535,6540,6547,6548,6551,6558,6565,6572,6581,6588,6597,6604,6613,6620,6629,6636,6641,6652,6659,6664,6778,6797,6797,6969,7123,7155,7270,7519,7550,7628,7649,8075,8175,8556,8563,8751,8980,9332,9557,9667,9714,9875,9885,9896,10072,10128,10130,10130,10225,10225,10306,10499,10500,10719,10984,11067,11166,11482,11622,11622,11642,11677,11708,11912,12046,12158,12335,12347,12937,12959,12983,12991,13108
twice	2918,8857,9245,11964
twigs	11616
twilight	4061,5447,6204,6835,9407,10920
twined	4437
twinkle	5451
twinkled	10921
twinkling	9318,9388
twist	1470
twisted	4438,7660,10026
twisting	1443,4110,4115
twitching	1245
two	40,347,460,481,485,507,540,541,576,581,621,622,645,661,714,779,812,847,866,923,945,1052,1054,1055,1075,1137,1176,1226,1241,1298,1327,1382,1416,1436,1440,1540,1568,1579,1601,1680,1928,1962,1964,1967,2015,2035,2095,2189,2278,2311,2396,2684,2725,2727,2758,2763,2804,2906,2974,3020,3085,3094,3099,3154,3162,3189,3281,3302,3366,3420,3420,3459,3464,3483,3512,3531,3574,3835,3836,3839,3896,3934,4057,4099,4193,4206,4212,4370,4428,4509,4584,4607,4610,4610,4611,4615,4621,4651,4669,4671,4709,4750,4798,4824,4831,4846,4852,4860,4935,4938,4963,4984,5041,5145,5160,5272,5282,5312,5318,5322,5339,5349,5350,5397,5397,5397,5464,5509,5567,5816,5955,6044,6111,6146,6190,6225,6797,6823,6842,6850,6881,6949,6995,7050,7133,7310,7321,7353,7395,7403,7408,7530,7628,7686,7696,7801,7802,7810,7880,7884,7898,7901,8029,8038,8079,8105,8156,8190,8289,8296,8311,8311,8447,8556,8609,8622,8643,8649,8706,8757,8783,8830,9147,9217,9412,9462,9629,9698,9705,9762,9961,10078,10131,10149,10192,10198,10200,10261,10355,10449,10460,10491,10499,10506,10575,10583,10601,10610,10613,10689,10692,10718,10730,10752,10827,10846,10868,10886,10978,11031,11209,11217,11271,11276,11282,11296,11385,11421,11422,11473,11506,11520,11607,11611,11633,11635,11638,11648,11668,11669,11708,11853,11871,11873,11912,12039,12049,12078,12131,12133,12320,12347,12450,12455,12522,12680,12834,12909,13093,13156,13183
twofold	7101,8866
txt	23,25,25
tyndall	2681
type	729,791,3641,3943,5312,6186,6270,6762,7305,7353,7696,8580,8712,8879,9568,10610,10718,10838,11302,11658,11677,12448
types	4115,4957,6753
typical	1210,1485,7584,10314
typifies	1933
typing	74
tyrannical	8370
tyrant	4337
tyrants	2607
udders	2584,10199
ugh	3495
ugly	389,4340
uh	7172
ulcers	6965
ultimate	2506,5797
ultimately	641,1212,2015,4615,6709,9039,10272,10823,13167
ultra	2811,12157
ultramarine	3993,4032,8732
umbelliferous	9565
umbellularia	2766
umbrella	8689
unabashed	3502
unable	531,1349,1396,1875,3401,3552,3698,4127,4679,5275,6050,6823,7451,7471,7475,7561,7762,8617,8967,9237,9252,9730,9853,10190,10194,10383,10878,11425,11467,11504,11570,12589,12788,12954,12968,13156
unabridged	184
unacceptable	12305
unaccustomed	4050
unadulterated	9557
unaggressive	11712
unanimous	708
unanimously	1145
unappreciated	3341,6697
unattainable	10389
unaware	538,2395,4613,4649,8190,9046,9628
unballast	4882
unbearable	1302,8462,8519,8886,9923,10479,11399,11411
unbelievable	5113
unblinking	7383
unbroken	3441
unc	78
unceasingly	4313
uncertain	9675,9880
unchanging	12125
uncharted	12952
unchecked	11719
uncoiled	8487
uncommon	582,966
uncomplaining	11418
unconcern	1171
unconcerned	1438,8755
unconscious	11402
unconsciously	1105
uncontrollable	4128,5326
uncovered	4862,11061,11254
undamaged	531,5666
undecided	12791
undefinable	13057
undeniable	474,1107
undeniably	11918
under	1,18,23,98,103,118,154,192,240,343,357,357,357,358,524,535,556,638,638,710,862,877,880,889,948,1008,1054,1167,1244,1316,1329,1331,1455,1566,1598,1660,1697,2157,2254,2313,2412,2460,2550,2665,2746,2920,2944,3009,3091,3107,3131,3131,3166,3228,3283,3332,3493,3497,3679,3680,3693,3829,3836,3844,3983,4010,4040,4051,4215,4247,4295,4427,4430,4435,4544,4567,4591,4611,4626,4674,4681,4746,4817,4828,4909,4918,5117,5205,5270,5455,5487,5607,5791,5792,5844,5899,6120,6149,6192,6280,6309,6322,6329,6336,6343,6350,6357,6364,6377,6384,6391,6398,6407,6412,6419,6428,6433,6440,6447,6452,6457,6464,6471,6480,6493,6506,6519,6526,6535,6540,6547,6548,6551,6558,6561,6565,6572,6581,6588,6597,6604,6613,6620,6629,6636,6641,6652,6659,6664,6688,6706,6712,6730,6827,6860,6944,6959,7265,7270,7299,7319,7329,7337,7342,7354,7357,7364,7411,7438,7492,7587,7746,7780,7844,7846,7848,8237,8321,8500,8502,8516,8547,8555,8567,8749,8750,8947,8972,8980,9049,9122,9171,9207,9214,9263,9274,9294,9296,9343,9453,9467,9467,9474,9478,9502,9725,9743,9743,9779,9782,9857,10164,10282,10299,10405,10407,10452,10474,10475,10559,10804,10823,10933,11019,11020,11209,11274,11356,11443,11460,11559,11599,11626,11764,11788,11865,11892,12132,12174,12261,12327,12346,12530,12547,12602,12608,12613,12613,12615,12616,12668,12901,12903,12963,12966,13113,13154,13172,13191
underbelly	10514,10533,11031,11051,11065,11319
underbrush	4084,10162
underfoot	4029,4117,4170,5251,7346,7383,9288,10393
undergo	697,1076,1084,1965,3113,12140
undergoing	4055,9779
underground	7853,7881,8140,8499,8657,9396,9398,9478
underhanded	793
underline	127
underlying	3200
underneath	1299,3569,4698,9308,9715,11677
underpinning	4166,4493
undersea	4361,8229,8764
underside	389,576,4194,6766,7480
undersides	532,678,8384,8745,9655,10641,12428
understand	95,474,548,1970,2398,2406,2463,2576,2576,2577,2807,2807,2920,3112,3212,4007,4308,5631,5722,6107,6128,6723,7644,7787,9028,9030,9047,9304,9402,9865,9919,10067,10069,10411,11338,11790,12303,12316
understandable	2048
understood	760,1979,1984,1997,5483,6216,6723,7410,7447,7801,7980,9019,9149,10409,11326,11644,12355,12541,12866
undertake	5660,7810
undertaking	549,607,738,802,1210,6877,8894,10391,10409,11280,12026,12521,12529,12540
underwater	163,238,277,351,365,531,624,633,637,641,1109,1109,1201,1230,1792,1820,1835,1904,2081,2101,2134,2229,2250,2295,2396,2402,2422,2504,2569,2576,2686,2932,2967,3056,3090,3433,3701,3772,3774,3815,3824,3825,3866,3869,3875,3919,4008,4077,4083,4097,4101,4147,4286,4335,4364,4368,4523,4791,6133,6150,6203,6543,6711,6726,6732,6754,6958,6963,7009,7263,7307,7386,7390,7587,7658,7901,7917,8140,8494,8635,8852,9028,9169,9175,9200,9251,9252,9295,9329,9448,9459,9500,9609,9668,9730,9785,9798,10140,10523,10939,11124,11249,11417,11554,11633,11635,11714,11780,11822,12463,12499,12677,12714,13044,13100,13168
undeveloped	8782
undid	6086,12043
undo	2989,8325
undone	1666
undoubtedly	2313,9693,10019,12712,12713,12717
undreamed	11320
undressed	1660
undulated	1237
undulating	3569,4256,4270,5210,6850,7615,9385,9806,10234,10489
undulations	3305,4028,5750,5991,6170,9548,12341,12850
undying	2321
unearthly	474,693,893,1202,1323,2601,12715
uneasiness	8931,10209,10986,12788,12823
uneasy	2103
unemotional	10463
unenthusiastic	2288
unequal	4584,7353
uneven	6149
unevenly	3178
unexpected	1596,4134,6056,8387,9116
unexpectedly	7319
unexpectedness	12636
unexplained	457,6702
unexplored	1200,1230,3434
unfair	2478
unfamiliar	4057,8900
unfathomable	9219
unfazed	4766
unfeigned	5829
unfit	3842
unfixed	521
unflaggingly	8065
unflappable	1654,5451
unflappably	3521,11877
unflinching	11418
unfolded	9476,9802,12739
unforeseen	2441,6784,8855
unforgivable	724,6844
unfortunate	4662,5629,7491,7731,9039,12055,12107
unfortunately	586,5088,5416,5971,7820,8630,8991
unfurled	6781,10902,12752
unfurling	12825
unguiculata	10689
unheard	9792
unhinged	5746
unicorn	671,683,715,760,768,951,989,998
unicornfish	5870
unicorns	1018,11663
uniform	1817,3356,4054,5821,9705,11789
uniformity	2951
uniformly	2647,2722
unifying	372
unimpeachable	9274
unimportant	13167
uninhabited	5024,9790
uninjured	7486
unintelligent	2051
unintentionally	2385,2387,2388,2389,2390,2391
uninterested	956
union	710,738,865,1249,2767,3097,4491,4532,4651,7629,8913,12179,12360
unique	348,467,971,1962,2866,3984,4013,4086,4376,5208,5306,5860,6161,6760,6771,7289,7353,7660,7690,7765,7767,8095,9148,9682,10158,10619,10831,11614,11733,11828,12162
uniqueness	3665
unison	9719
unit	6161
united	29,98,98,488,607,985,2372,6946,12432
units	200,423,6179,11710
universal	514,961,1310,1982,2042
universally	11411
universe	779
university	48,54,98,134,139,419
unjustly	590
unknown	218,336,480,481,632,656,1114,1338,1593,2101,2299,2557,2783,2811,3042,4706,5801,6394,6717,8779,9172,9934,9954,10386,12301,12435,12722,12953,12992
unleashed	5873,12345,12352,12388
unless	29,48,481,617,685,2175,2195,2234,3117,3926,4825,5802,7842,7935,8473,9964
unlike	4912,6856,10717
unlikely	5781,5801,8651
unlimited	3041,8885
unlivable	8668
unloading	8991,8997,8999
unlocked	711
unlocking	1927
unlucky	4544,5638
unmatched	9719
unmercifully	2304
unmistakable	1299,10605
unnecessary	11252
unpleasant	3413,13044
unpopulated	4406
unprecedented	467,5854
unpredictability	10314,11008
unpredictable	847,1158,4106,5787,6822,8731,9364
unpredictably	7381,7389,9379
unprintable	354
unpursed	8814
unquestionable	1945
unquestioning	2443
unravel	6020,8920
unreachable	10244
unreasoning	2326
unreeled	7653
unreeling	9355
unrivaled	2584,2797,4382,13026
unrolled	4192,12534
unrolling	13049
unruffled	10219
unsanitary	4678
unsatisfied	5312
unscrew	8831,13100
unscrewed	12043
unseen	468,469
unshakeable	9183
unshaken	12338
unsinkable	2981,12262
unsociable	975
unsolicited	777
unsolved	1230
unstable	11970
untangled	4544
untangling	4828
untenable	12966
unthinkable	11770
until	481,504,683,719,916,1160,1390,1677,1683,2283,2890,2990,3313,3441,3589,4064,4128,4147,4644,4659,4679,5246,5688,5936,6158,6776,7469,7502,7536,7607,7660,7767,7805,8458,8999,9098,9331,9725,9955,10351,10449,10592,10654,10661,10780,10804,10806,10892,11027,11162,11625,12480,12839,12847,12947
untimely	8065
untold	697
untroubled	10165
unusable	10296
unusual	1566,1954,2763,2769,2794,3445,4186,4198,4270,4387,4484,4750,5274,5840,6155,6185,6803,6835,7044,7346,7580,7646,7663,7964,8494,8963,9118,9717,9721,10757,10807,11268,11659,11792,12011
unusually	6019,11274
unveil	6757
unveiled	6709,12266,12721
unwilling	1143,1219,5395,11060,12870
unwise	7319
unworkable	2250
up	35,123,413,495,591,627,643,781,787,899,905,952,1083,1107,1169,1193,1204,1207,1208,1223,1299,1310,1326,1330,1338,1385,1391,1399,1419,1429,1438,1441,1455,1467,1469,1475,1507,1654,1672,1698,1732,1776,1793,1830,1838,1841,1845,1879,1882,1897,1902,1925,2071,2098,2119,2122,2131,2139,2146,2157,2178,2195,2203,2222,2276,2302,2303,2324,2354,2421,2470,2472,2478,2499,2569,2617,2644,2671,2678,2697,2740,2781,2794,2923,2928,2964,2988,2988,2991,3017,3034,3046,3050,3090,3094,3117,3141,3184,3216,3232,3235,3356,3359,3433,3461,3493,3564,3586,3634,3758,3760,3808,3892,3979,3991,4086,4089,4109,4121,4133,4138,4152,4161,4165,4189,4262,4267,4270,4291,4295,4306,4306,4320,4370,4375,4382,4398,4416,4474,4488,4523,4549,4558,4618,4668,4707,4709,4750,4754,4788,4828,4842,4857,4893,4912,4995,5021,5034,5114,5133,5184,5228,5319,5328,5373,5379,5397,5470,5509,5514,5591,5666,5677,5685,5738,5781,5796,5858,5906,5909,5910,5960,6019,6047,6048,6146,6176,6176,6183,6192,6230,6232,6240,6276,6707,6726,6738,6753,6803,6873,6882,6944,6959,6960,6967,6969,6975,7100,7123,7148,7176,7218,7244,7263,7270,7296,7310,7313,7351,7362,7372,7386,7404,7417,7434,7436,7436,7440,7457,7460,7486,7636,7678,7686,7810,7949,8037,8057,8086,8090,8162,8188,8301,8312,8340,8386,8401,8427,8458,8513,8515,8565,8585,8594,8604,8630,8675,8704,8745,8794,8809,8826,8853,8879,8887,8893,8991,9010,9021,9028,9127,9173,9185,9199,9207,9224,9235,9249,9268,9297,9314,9331,9358,9382,9440,9467,9478,9490,9517,9548,9585,9589,9589,9593,9645,9722,9736,9756,9769,9806,9812,9814,9993,10024,10027,10065,10144,10149,10161,10242,10279,10291,10295,10401,10434,10441,10501,10532,10558,10560,10610,10610,10633,10661,10668,10746,10776,10807,10835,10840,10937,10947,11030,11146,11160,11220,11274,11284,11330,11369,11418,11487,11518,11552,11609,11630,11648,11650,11665,11677,11688,11729,11736,11822,11893,11975,12007,12039,12043,12061,12098,12111,12112,12132,12157,12178,12186,12192,12219,12238,12242,12256,12278,12298,12311,12348,12353,12367,12371,12502,12511,12523,12528,12557,12619,12666,12819,12863,12890,12947,12947,12969,12973,12989,13001,13014,13018,13082
